PPID,EFFDT,FEATURECD,TWP,RGE,MER,TRM
01300005TD,09/02/2007,THEORETIC,93,19,3,93-19-3
01300005TG,09/02/2007,THEORETIC,94,17,3,94-17-3
013000062X,09/02/2007,THEORETIC,82,15,3,82-15-3
013000062Y,09/02/2007,THEORETIC,82,17,3,82-17-3
013000063N,09/02/2007,THEORETIC,86,19,3,86-19-3
013000064J,09/02/2007,THEORETIC,91,16,3,91-16-3
013000064K,09/02/2007,THEORETIC,91,17,3,91-17-3
013000064S,09/02/2007,THEORETIC,92,16,3,92-16-3
013000064X,09/02/2007,THEORETIC,93,18,3,93-18-3
0130000655,09/02/2007,THEORETIC,94,20,3,94-20-3
013000065B,09/02/2007,THEORETIC,95,18,3,95-18-3
01300006EY,09/02/2007,THEORETIC,82,23,3,82-23-3
01300006FF,09/02/2007,THEORETIC,85,16,3,85-16-3
01300006FW,09/02/2007,THEORETIC,87,19,3,87-19-3
01300006G7,09/02/2007,THEORETIC,88,19,3,88-19-3
01300006GM,09/02/2007,THEORETIC,90,20,3,90-20-3
01300006GW,09/02/2007,THEORETIC,91,15,3,91-15-3
01300006H2,09/02/2007,THEORETIC,92,19,3,92-19-3
01300006HA,09/02/2007,THEORETIC,93,20,3,93-20-3
01300006HD,09/02/2007,THEORETIC,94,19,3,94-19-3
013000007P,09/02/2007,SURVEYED,89,22,3,89-22-3
013000007Q,09/02/2007,SURVEYED,89,21,3,89-21-3
013000007S,09/02/2007,SURVEYED,89,19,3,89-19-3
0130000082,09/02/2007,SURVEYED,85,21,3,85-21-3
0130000087,09/02/2007,SURVEYED,85,17,3,85-17-3
013000008H,09/02/2007,SURVEYED,81,21,3,81-21-3
013000008N,09/02/2007,SURVEYED,81,16,3,81-16-3
013000007R,09/02/2007,SURVEYED,89,20,3,89-20-3
0130000081,09/02/2007,SURVEYED,85,22,3,85-22-3
013000008G,09/02/2007,SURVEYED,81,22,3,81-22-3
01300004N8,09/02/2007,THEORETIC,82,18,3,82-18-3
01300004BB,09/02/2007,THEORETIC,82,22,3,82-22-3
01300006FN,09/02/2007,THEORETIC,86,22,3,86-22-3
01300006G6,09/02/2007,THEORETIC,88,18,3,88-18-3
01300004PH,09/02/2007,THEORETIC,88,21,3,88-21-3
01300005T1,09/02/2007,THEORETIC,91,18,3,91-18-3
013000008N,09/02/2007,THEORETIC,81,16,3,81-16-3
013000008L,09/02/2007,THEORETIC,81,18,3,81-18-3
013000008K,09/02/2007,THEORETIC,81,19,3,81-19-3
013000008H,09/02/2007,THEORETIC,81,21,3,81-21-3
0130000084,09/02/2007,THEORETIC,84,20,3,84-20-3
0130000087,09/02/2007,THEORETIC,85,17,3,85-17-3
0130000086,09/02/2007,THEORETIC,85,18,3,85-18-3
0130000083,09/02/2007,THEORETIC,85,20,3,85-20-3
0130000082,09/02/2007,THEORETIC,85,21,3,85-21-3
013000007N,09/02/2007,THEORETIC,88,23,3,88-23-3
013000007R,09/02/2007,THEORETIC,89,20,3,89-20-3
013000007Q,09/02/2007,THEORETIC,89,21,3,89-21-3
013000007M,09/02/2007,THEORETIC,89,23,3,89-23-3
01300004NP,09/02/2007,THEORETIC,84,16,3,84-16-3
01300004P4,09/02/2007,THEORETIC,86,18,3,86-18-3
01300004PC,09/02/2007,THEORETIC,87,18,3,87-18-3
01300004PF,09/02/2007,THEORETIC,88,17,3,88-17-3
01300004PN,09/02/2007,THEORETIC,89,18,3,89-18-3
01300004PR,09/02/2007,THEORETIC,90,19,3,90-19-3
01300004PS,09/02/2007,THEORETIC,90,22,3,90-22-3
01300004Q2,09/02/2007,THEORETIC,93,23,3,93-23-3
01300004Q9,09/02/2007,THEORETIC,94,16,3,94-16-3
01300004QA,09/02/2007,THEORETIC,94,22,3,94-22-3
01300004QB,09/02/2007,THEORETIC,94,23,3,94-23-3
0130000501,09/02/2007,THEORETIC,80,21,3,80-21-3
0130000514,09/02/2007,THEORETIC,86,16,3,86-16-3
013000051C,09/02/2007,THEORETIC,87,20,3,87-20-3
013000051D,09/02/2007,THEORETIC,87,22,3,87-22-3
013000051Z,09/02/2007,THEORETIC,90,17,3,90-17-3
0130000523,09/02/2007,THEORETIC,91,19,3,91-19-3
0130000524,09/02/2007,THEORETIC,91,21,3,91-21-3
013000052J,09/02/2007,THEORETIC,94,18,3,94-18-3
01300004MQ,09/02/2007,THEORETIC,79,17,3,79-17-3
01300006E8,09/02/2007,THEORETIC,79,20,3,79-20-3
01300004AS,09/02/2007,THEORETIC,80,16,3,80-16-3
01300006EF,09/02/2007,THEORETIC,80,17,3,80-17-3
01300005CN,09/02/2007,THEORETIC,80,22,3,80-22-3
01300005CS,09/02/2007,THEORETIC,81,15,3,81-15-3
013000008M,09/02/2007,THEORETIC,81,17,3,81-17-3
013000050A,09/02/2007,THEORETIC,82,16,3,82-16-3
01300004NQ,09/02/2007,THEORETIC,84,18,3,84-18-3
01300005S0,09/02/2007,THEORETIC,84,21,3,84-21-3
0130000085,09/02/2007,THEORETIC,85,19,3,85-19-3
01300006FT,09/02/2007,THEORETIC,87,15,3,87-15-3
01300004C0,09/02/2007,THEORETIC,87,17,3,87-17-3
01300005SG,09/02/2007,THEORETIC,88,16,3,88-16-3
013000051H,09/02/2007,THEORETIC,88,22,3,88-22-3
01300005D4,09/02/2007,THEORETIC,83,18,3,83-18-3
01300005DK,09/02/2007,THEORETIC,86,23,3,86-23-3
01300005DT,09/02/2007,THEORETIC,87,21,3,87-21-3
01300005E4,09/02/2007,THEORETIC,89,17,3,89-17-3
01300005E9,09/02/2007,THEORETIC,90,18,3,90-18-3
01300005EJ,09/02/2007,THEORETIC,91,22,3,91-22-3
01300005EL,09/02/2007,THEORETIC,91,23,3,91-23-3
01300005EY,09/02/2007,THEORETIC,93,16,3,93-16-3
01300005F1,09/02/2007,THEORETIC,93,22,3,93-22-3
01300005F9,09/02/2007,THEORETIC,94,21,3,94-21-3
01300005FG,09/02/2007,THEORETIC,95,20,3,95-20-3
0130000646,09/02/2007,THEORETIC,89,16,3,89-16-3
013000007S,09/02/2007,THEORETIC,89,19,3,89-19-3
013000007P,09/02/2007,THEORETIC,89,22,3,89-22-3
01300005EA,09/02/2007,THEORETIC,90,21,3,90-21-3
01300004CK,09/02/2007,THEORETIC,91,20,3,91-20-3
01300005ER,09/02/2007,THEORETIC,92,18,3,92-18-3
01300004Q0,09/02/2007,THEORETIC,92,22,3,92-22-3
01300005TS,09/02/2007,THEORETIC,95,17,3,95-17-3
01300003Z6,09/02/2007,THEORETIC,83,19,3,83-19-3
01300003ZE,09/02/2007,THEORETIC,84,17,3,84-17-3
013000048J,09/02/2007,THEORETIC,69,23,3,69-23-3
013000049C,09/02/2007,THEORETIC,72,25,3,72-25-3
01300004LU,09/02/2007,THEORETIC,71,26,3,71-26-3
01300004LZ,09/02/2007,THEORETIC,72,23,3,72-23-3
01300004M4,09/02/2007,THEORETIC,74,24,3,74-24-3
01300004MM,09/02/2007,THEORETIC,78,24,3,78-24-3
01300000CQ,09/02/2007,THEORETIC,64,23,3,64-23-3
01300000E2,09/02/2007,THEORETIC,63,25,3,63-25-3
01300006CL,09/02/2007,THEORETIC,70,26,3,70-26-3
01300006D2,09/02/2007,THEORETIC,72,26,3,72-26-3
01300006DK,09/02/2007,THEORETIC,74,25,3,74-25-3
01300006DL,09/02/2007,THEORETIC,74,26,3,74-26-3
01300006DX,09/02/2007,THEORETIC,76,23,3,76-23-3
01300000CM,09/02/2007,THEORETIC,65,24,3,65-24-3
01300005NS,09/02/2007,THEORETIC,66,23,3,66-23-3
01300000AQ,09/02/2007,THEORETIC,69,27,3,69-27-3
01300005PE,09/02/2007,THEORETIC,70,25,3,70-25-3
01300004YB,09/02/2007,THEORETIC,71,23,3,71-23-3
01300001BW,09/02/2007,SURVEYED,43,25,3,43-25-3
01300001C8,09/02/2007,SURVEYED,43,24,3,43-24-3
01300001DV,09/02/2007,SURVEYED,42,25,3,42-25-3
01300001E5,09/02/2007,SURVEYED,42,24,3,42-24-3
01300001L5,09/02/2007,SURVEYED,38,29,3,38-29-3
013000033R,26/02/2015,SURVEYED,07,31,1,07-31-1
01300001PJ,09/02/2007,SURVEYED,36,29,3,36-29-3
0130000291,26/06/2018,SURVEYED,25,06,3,25-06-3
01300001S6,09/02/2007,SURVEYED,35,25,3,35-25-3
01300001SD,09/02/2007,SURVEYED,35,24,3,35-24-3
01300001V8,09/02/2007,SURVEYED,33,25,3,33-25-3
01300001KD,26/02/2015,SURVEYED,39,23,3,39-23-3
01300001W7,09/02/2007,SURVEYED,32,27,3,32-27-3
01300001ZA,26/02/2015,SURVEYED,31,13,2,31-13-2
01300002TS,26/06/2018,SURVEYED,14,21,2,14-21-2
013000023E,26/02/2015,SURVEYED,28,23,3,28-23-3
01300002TV,26/06/2018,SURVEYED,14,22,2,14-22-2
01300001Y6,09/02/2007,SURVEYED,31,25,3,31-25-3
01300001HM,26/02/2015,SURVEYED,41,06,2,41-06-2
01300003FM,09/02/2007,SURVEYED,34,29,3,34-29-3
013000025T,26/02/2015,SURVEYED,27,14,2,27-14-2
01300001BR,26/02/2015,SURVEYED,44,13,2,44-13-2
013000005P,09/02/2007,SURVEYED,41,20,3,41-20-3
0130000066,09/02/2007,SURVEYED,40,16,3,40-16-3
013000006J,09/02/2007,SURVEYED,39,21,3,39-21-3
01300001FZ,09/02/2007,SURVEYED,41,16,3,41-16-3
01300001TL,26/06/2018,SURVEYED,35,16,2,35-16-2
01300001SK,09/02/2007,SURVEYED,35,18,3,35-18-3
01300001UK,26/02/2015,SURVEYED,33,29,3,33-29-3
013000016J,09/02/2007,SURVEYED,46,22,3,46-22-3
013000005G,26/02/2015,SURVEYED,42,07,2,42-07-2
013000018D,09/02/2007,SURVEYED,45,20,3,45-20-3
01300003FZ,26/02/2015,SURVEYED,33,28,3,33-28-3
01300001A8,09/02/2007,SURVEYED,44,21,3,44-21-3
01300001AC,09/02/2007,SURVEYED,44,18,3,44-18-3
013000022C,26/06/2018,SURVEYED,29,15,2,29-15-2
01300003A2,26/06/2018,SURVEYED,04,12,2,04-12-2
01300001M8,09/02/2007,SURVEYED,38,16,3,38-16-3
01300001FS,09/02/2007,SURVEYED,41,22,3,41-22-3
01300002DZ,26/06/2018,SURVEYED,22,29,2,22-29-2
01300003HC,26/02/2015,SURVEYED,27,23,3,27-23-3
0130000229,26/02/2015,SURVEYED,29,13,2,29-13-2
0130000283,29/10/2010,SURVEYED,26,23,2,26-23-2
01300001QR,09/02/2007,SURVEYED,36,18,3,36-18-3
01300001QU,09/02/2007,SURVEYED,36,16,3,36-16-3
013000022B,26/06/2018,SURVEYED,29,14,2,29-14-2
01300001U1,09/02/2007,SURVEYED,34,18,3,34-18-3
01300002FT,26/06/2018,SURVEYED,21,29,2,21-29-2
01300001X0,09/02/2007,SURVEYED,32,17,3,32-17-3
01300001X3,09/02/2007,SURVEYED,32,15,3,32-15-3
01300003N4,29/10/2010,SURVEYED,09,17,3,09-17-3
013000026W,26/06/2018,SURVEYED,26,19,3,26-19-3
01300001SH,09/02/2007,SURVEYED,35,20,3,35-20-3
01300001SN,09/02/2007,SURVEYED,35,16,3,35-16-3
01300001U3,09/02/2007,SURVEYED,34,16,3,34-16-3
013000027K,26/06/2018,SURVEYED,26,06,3,26-06-3
01300001VH,09/02/2007,SURVEYED,33,18,3,33-18-3
01300002RW,26/06/2018,SURVEYED,15,21,2,15-21-2
01300001V2,26/06/2018,SURVEYED,34,16,2,34-16-2
013000047F,09/02/2007,THEORETIC,62,07,3,62-07-3
01300003JA,29/10/2010,SURVEYED,25,02,3,25-02-3
01300000FQ,09/02/2007,THEORETIC,61,13,3,61-13-3
0130000016,09/02/2007,THEORETIC,60,12,3,60-12-3
01300000J2,09/02/2007,THEORETIC,59,10,3,59-10-3
013000001P,09/02/2007,THEORETIC,58,10,3,58-10-3
013000002C,09/02/2007,SURVEYED,54,12,3,54-12-3
013000003B,09/02/2007,SURVEYED,52,09,3,52-09-3
01300000GE,09/02/2007,THEORETIC,61,10,3,61-10-3
01300000FS,09/02/2007,THEORETIC,61,11,3,61-11-3
01300003VS,09/02/2007,THEORETIC,60,07,3,60-07-3
013000059N,09/02/2007,THEORETIC,62,10,3,62-10-3
013000047G,09/02/2007,THEORETIC,62,09,3,62-09-3
01300006BJ,09/02/2007,THEORETIC,63,07,3,63-07-3
0130000493,09/02/2007,THEORETIC,71,05,3,71-05-3
013000049F,09/02/2007,THEORETIC,72,04,3,72-04-3
013000049J,09/02/2007,THEORETIC,72,06,3,72-06-3
013000049N,09/02/2007,THEORETIC,73,06,3,73-06-3
013000049P,09/02/2007,THEORETIC,74,01,3,74-01-3
01300004A0,09/02/2007,THEORETIC,75,02,3,75-02-3
01300004AJ,09/02/2007,THEORETIC,79,02,3,79-02-3
01300004AL,09/02/2007,THEORETIC,79,25,2,79-25-2
01300004AM,09/02/2007,THEORETIC,79,26,2,79-26-2
01300004KM,09/02/2007,THEORETIC,64,25,2,64-25-2
01300004L2,09/02/2007,THEORETIC,66,06,3,66-06-3
01300004LC,09/02/2007,THEORETIC,68,03,3,68-03-3
01300002HR,09/02/2007,SURVEYED,20,26,2,20-26-2
01300002Q5,09/02/2007,SURVEYED,16,24,2,16-24-2
01300002M1,09/02/2007,SURVEYED,18,26,2,18-26-2
01300003HB,09/02/2007,SURVEYED,28,21,2,28-21-2
01300003JD,09/02/2007,SURVEYED,25,24,2,25-24-2
